일시,요일,등록기관,철도구분,사고 종류,철도사고 종류,주원인,근본원인별 그룹,근본원인별 원인,근본원인별 상세,총피해명,사망,부상(중상),경상,총 피해액(백만원),노선,노선방향,발생장소,기상상태,온도,안개유무,연도,발생장소a,발생장소b
2013-01-24,목,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경원선,,회기-1지청량리,구름,0.8,0,2013,회기,1지청량리
2013-01-18,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로근접통행,인적요인,공중,부주의/오류,1,0,1,0,0,영동선,,강릉-안인,맑음,-1.9,0,2013,강릉,안인
2013-01-16,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,충북선,,주덕-달천,구름,-1.7,0,2013,주덕,달천
2013-01-12,토,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-승하차시 넘어짐,인적요인,여객,부주의/오류,1,0,1,0,0,경춘선,,춘천,구름,-2.7,0,2013,춘천,
2013-01-12,토,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,중앙선,,서지-안동,구름,5.1,0,2013,서지,안동
2013-01-11,금,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-기타,인적요인,여객,부주의/오류,1,0,1,0,0,경부선,,신도림,구름,-2.7,0,2013,신도림,
2013-01-11,금,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-기타,인적요인,여객,부주의/오류,1,1,0,0,0,경부선,,김천,구름,-2.8,0,2013,김천,
2013-01-11,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,호남선,,대전조차장-서대전,구름,-9.8,0,2013,대전조차장,서대전
2013-01-10,목,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-부주의한 행동,인적요인,작업자,부주의/오류,1,0,1,0,0,중앙선,,도농,맑음,-12,0,2013,도농,
2013-01-09,수,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경원선,,외대앞,맑음,-9,0,2013,외대앞,
2013-01-08,화,KORAIL,도시철도,사고,철도안전사고-철도화재사고,설비-설비과열,기술적요인,기타설비,기타,0,0,0,0,0,중앙선,,양정,구름,-6.7,0,2013,양정,
2012-12-31,월,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-선로근접통행,인적요인,여객,부주의/오류,1,1,0,0,0,경원선,상행선,서빙고,맑음,-8,0,2012,서빙고,
2012-12-31,월,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-차단기 돌파/우회,인적요인,공중,불법행위,1,0,0,1,0,경전선,상행선,원창-벌교,맑음,-8,0,2012,원창,벌교
2012-12-27,목,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,상행선,남영,구름,3.9,0,2012,남영,
2012-12-26,수,KORAIL,도시철도,사고,교통사상사고-직원,직원(교통)-미승인작업,인적요인,작업자,부주의/오류,1,1,0,0,0,경원선,,망월사,맑음,-9.5,0,2012,망월사,
2012-12-26,수,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-선로근접통행,인적요인,여객,부주의/오류,1,0,0,1,0,수인분당선(구.분당선),하행선,정자,맑음,-9.5,0,2012,정자,
2012-12-24,월,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,하행선,명학,눈,-5,0,2012,명학,
2012-12-22,토,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-선로근접통행,인적요인,여객,부주의/오류,1,1,0,0,0,중앙선,상행선,양수,구름,-11.6,0,2012,양수,
2012-12-22,토,KORAIL,일반철도,사고,교통사상사고-직원,직원(교통)-부주의한 행동,인적요인,기관사,부주의/오류,1,0,1,0,0,동해남부선,,부전,구름,4.2,0,2012,부전,
2012-12-21,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로근접통행,인적요인,공중,부주의/오류,0,0,0,0,0,기타선,,나전-아우라지,맑음,0.4,0,2012,나전,아우라지
2012-12-20,목,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-선로근접통행,인적요인,여객,부주의/오류,1,0,0,1,0,경인선,,동인천,맑음,-7.7,0,2012,동인천,
2012-12-19,수,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-선로근접통행,인적요인,여객,부주의/오류,1,0,0,1,0,장항선,하행선,쌍용,맑음,-7.7,0,2012,쌍용,
2012-12-19,수,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,상행선,옥천,맑음,-4.2,0,2012,옥천,
2012-12-19,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,부주의/오류,1,1,0,0,0,중앙선,하행선,원주-유교,맑음,-10.2,0,2012,원주,유교
2012-12-16,일,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-출입문에 끼임,인적요인,여객,불법행위,1,0,0,1,0,경부선,하행선,왜관,맑음,8.5,0,2012,왜관,
2012-12-16,일,KORAIL,일반철도,사고,교통사상사고-직원,직원(교통)-부주의한 행동,인적요인,역무원,부주의/오류,1,0,1,0,0,경인선,,1지청량리,맑음,4,0,2012,1지청량리,
2012-12-14,금,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-기타,인적요인,여객,부주의/오류,1,0,0,1,0,경부선,하행선,평택,비,3.3,0,2012,평택,
2012-12-14,금,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-기타,인적요인,여객,기타,1,1,0,0,0,경부선,상행선,서정리,비,0.5,0,2012,서정리,
2012-12-12,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경부선,상행선,내판-조치원,맑음,-8,0,2012,내판,조치원
2012-12-11,화,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,0,1,0,경부고속선,,고모-신경주,맑음,-5.3,0,2012,고모,신경주
2012-12-10,월,KORAIL,도시철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,기관사,부주의/오류,1,0,0,1,0,경원선,,광운대,맑음,0.3,0,2012,광운대,
2012-12-08,토,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-차단기 돌파/우회,인적요인,공중,불법행위,0,0,0,0,0,충북선,하행선,청주-오근장,맑음,-5.6,0,2012,청주,오근장
2012-12-08,토,KORAIL,일반철도,사고,교통사상사고-직원,직원(교통)-부주의한 행동,인적요인,작업자,기타,1,0,1,0,0,경북선,,약목,맑음,-2.2,0,2012,약목,
2012-12-06,목,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-건널목 통과지체,인적요인,공중,부주의/오류,0,0,0,0,0,장항선,,대야-익산,맑음,-2.7,0,2012,대야,익산
2012-12-05,수,KORAIL,고속철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,부주의/오류,1,0,0,1,0,호남선,하행선,황등-익산,비,4.1,0,2012,황등,익산
2012-12-03,월,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-기타,인적요인,역무원,기타,1,0,0,1,0,동해남부선,상행선,태화강,맑음,0.5,0,2012,태화강,
2012-12-02,일,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경부선,상행선,송탄-진위,맑음,0.9,0,2012,송탄,진위
2012-11-30,금,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,불법행위,1,0,0,1,0,경북선,,상주-백원,맑음,2.2,0,2012,상주,백원
2012-11-27,화,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)-부주의한 행동,인적요인,운전취급자(신호기/선로전환기/조작판 취급자),부주의/오류,1,0,0,1,0,경부선,,행신,맑음,1.7,0,2012,행신,
2012-11-27,화,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,기타선,하행선,선평-정선,맑음,1.7,0,2012,선평,정선
2012-11-27,화,KORAIL,도시철도,사고,교통사상사고-직원,직원(교통)-기타,인적요인,작업자,기타,1,0,0,1,0,경원선,,연천,맑음,21.4,0,2012,연천,
2012-11-24,토,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0.0019,기타선,상행선,진해-성주사,맑음,21.4,0,2012,진해,성주사
2012-11-21,수,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-선로근접통행,인적요인,여객,부주의/오류,1,1,0,0,0,중앙선,하행선,청량리,구름,3.4,0,2012,청량리,
2012-11-19,월,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,호남선,상행선,채운-논산,맑음,1.9,0,2012,채운,논산
2012-11-15,목,KORAIL,고속철도,사고,교통사상사고-직원,직원(교통)-부주의한 행동,인적요인,작업자,부주의/오류,1,1,0,0,8.664,경부고속선,,천안아산-오송,맑음,-0.2,0,2012,천안아산,오송
2012-11-15,목,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)-부주의한 행동,인적요인,작업자,부주의/오류,1,0,1,0,0,경부고속선,,천안아산-오송,맑음,-0.2,0,2012,천안아산,오송
2012-11-15,목,KORAIL,일반철도,사고,교통사상사고-직원,직원(교통)-기타,인적요인,작업자,기타,1,0,0,1,0,경부선,,오봉,맑음,7.4,0,2012,오봉,
2012-11-14,수,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-부주의한 행동,인적요인,작업자,부주의/오류,1,0,1,0,0,기타선,,광주,비,9.7,0,2012,광주,
2012-11-11,일,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,1,0,0,중앙선,상행선,봉양-구학,비,9.7,0,2012,봉양,구학
2012-11-09,금,KORAIL,고속철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,하행선,지천-대구,맑음,18.2,0,2012,지천,대구
2012-11-08,목,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,과천선,하행선,평촌,맑음,10.4,0,2012,평촌,
2012-11-07,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,1,0,0,태백선,하행선,영월,맑음,5.7,0,2012,영월,
2012-10-31,수,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경원선,상행선,도봉,구름,3.9,0,2012,도봉,
2012-10-27,토,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경부선,하행선,서대전-대전,비,17.7,0,2012,서대전,대전
2012-10-25,목,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,작업자,부주의/오류,1,0,1,0,0,중앙선,,영주,맑음,15.8,0,2012,영주,
2012-10-25,목,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-기타,인적요인,여객,부주의/오류,1,0,0,1,0,경인선,하행선,오류동,구름,15.8,0,2012,오류동,
2012-10-22,월,KORAIL,고속철도,사고,교통사상사고-직원,직원(교통)-부주의한 행동,인적요인,작업자,부주의/오류,1,1,0,0,4.179,경부선,상행선,옥천-세천,구름,13.6,0,2012,옥천,세천
2012-10-20,토,KORAIL,일반철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 넘어짐,인적요인,여객,부주의/오류,1,0,0,1,0,경전선,,창원,맑음,18,0,2012,창원,
2012-10-20,토,KORAIL,고속철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,0,1,0,경부선,상행선,부산진-사상,구름,20.3,0,2012,부산진,사상
2012-10-19,금,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경인선,하행선,주안-도화,맑음,16.1,0,2012,주안,도화
2012-10-16,화,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)-기타,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,부산,맑음,14.6,0,2012,부산,
2012-10-12,금,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-선로무단통행,인적요인,여객,불법행위,1,1,0,0,0,경부선,,신길,맑음,14.6,0,2012,신길,
2012-10-11,목,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,0,1,0,안산선,하행선,안산-신길온천,맑음,14.6,0,2012,안산,신길온천
2012-10-08,월,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,2,2,0,0,0,중앙선,하행선,원주,맑음,20,0,2012,원주,
2012-10-05,금,KORAIL,일반철도,사고,교통사상사고-직원,직원(교통)-기타,인적요인,작업자,기타,1,0,1,0,0,경부선,,김천,구름,20,0,2012,김천,
2012-09-27,목,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경부선,하행선,구미-약목,맑음,20,0,2012,구미,약목
2012-09-26,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,기타선,상행선,민둥산,맑음,18.3,0,2012,민둥산,
2012-09-26,수,KORAIL,고속철도,사고,교통사상사고-직원,직원(교통)-부주의한 행동,인적요인,작업자,부주의/오류,1,0,1,0,0,경부고속선,상행선,김천구미,맑음,15.4,0,2012,김천구미,
2012-09-25,화,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,역무원,부주의/오류,1,0,1,0,0,경인선,,인천,맑음,20.5,0,2012,인천,
2012-09-25,화,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-건널목 통과지체,인적요인,공중,부주의/오류,0,0,0,0,0,경전선,하행선,반성-갈촌,맑음,20.5,0,2012,반성,갈촌
2012-09-24,월,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,과천선,상행선,과천,맑음,23,0,2012,과천,
2012-09-24,월,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,대전,구름,22.7,0,2012,대전,
2012-09-20,목,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,충북선,하행선,오송-청주,구름,22.7,0,2012,오송,청주
2012-09-19,수,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,상행선,명학-안양,맑음,23.2,0,2012,명학,안양
2012-09-19,수,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-부주의한 행동,인적요인,작업자,부주의/오류,1,0,0,1,0,경부선,,대전,구름,18.8,0,2012,대전,
2012-09-17,월,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,역무원,부주의/오류,1,0,1,0,0,경부선,,천안-평택,구름,18.8,0,2012,천안,평택
2012-09-15,토,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,0,1,0,0,경춘선,,갈매,구름,18.8,0,2012,갈매,
2012-09-15,토,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,작업자,부주의/오류,1,0,1,0,0,기타선,,행신,구름,18.8,0,2012,행신,
2012-09-14,금,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-선로근접통행,인적요인,여객,부주의/오류,1,0,0,1,0,경부선,,남영,구름,18.8,0,2012,남영,
2012-09-14,금,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 추락,인적요인,여객,부주의/오류,1,0,0,1,0,경원선,상행선,덕정,구름,17,0,2012,덕정,
2012-09-11,화,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,승무원(기관사외),부주의/오류,1,0,0,1,0,경부선,하행선,영등포,맑음,20.5,0,2012,영등포,
2012-09-07,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,중앙선,상행선,문수-영주,맑음,25.3,0,2012,문수,영주
2012-09-07,금,KORAIL,도시철도,사고,안전사상사고-직원,직원(안전)전기감전,인적요인,작업자,기타,1,0,0,1,0,기타선,,병점차,맑음,25,0,2012,병점차,
2012-09-05,수,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,기타선,,의정부,구름,25,0,2012,의정부,
2012-09-04,화,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,천안,구름,25,0,2012,천안,
